0.58407,0.10959,0.56,0.068493,0.10518,0.22535,0.19081,0.5818,0.33071,0.1497,0.21538,1
0.23894,0.36301,0,0.020548,0.088481,0.19718,0.053004,0.33236,0.51181,0.083832,0.24615,1
0.28319,0.31507,0.02,0.075342,0.10184,0.11268,0.042403,0.49376,0.48819,0.14371,0.16923,1
0.34513,0.10959,0.56,0.061644,0.13356,0.47887,0.34276,0.5011,0.44094,0.2515,0.32308,1
0.29204,0.13699,0.51,0.061644,0.54925,0.22535,0.17668,0.5011,0.23622,0.4491,0.12308,1
0.38053,0.068493,0.48,0.061644,0.10851,0.39437,0.19081,0.49376,0.51181,0.11976,0.15385,1
0.20354,0.19178,0.14,0.10274,0.12187,0.28169,0.12014,0.49376,0.54331,0.17964,0.2,1
0.28319,0.35959,0,0.075342,0.11686,0.098592,0.035336,0.46442,0.50394,0.15569,0.21538,1
0.20354,0.38699,0,0.10959,0.15526,0.29577,0.10954,0.47909,0.56693,0.14371,0.33846,1
0.20354,0.33219,0.12,0.67123,0.10184,0.5493,0.27208,0.67718,0.55906,0.11377,0.15385,1
0.28319,0.35959,0,0.31507,0.12354,0.056338,0.042403,0.62583,0.51969,0.13174,0.18462,1
0.28319,0.32877,0.14,0.10274,0.12354,0.028169,0.031802,0.54512,0.53543,0.16168,0.36923,1
0.30973,0.17808,0.28,0.082192,0.09015,0.16901,0.084806,0.49376,0.38583,0.23952,0.2,1
0.25664,0.25342,0.2,0.11644,0.53422,0.098592,0.028269,0.49376,0.37008,0.34132,0.32308,1
0.17699,0.27397,0.04,0.089041,0.095159,0.098592,0.031802,0.40572,0.51969,0.17964,0.15385,1
0.17699,0.26027,0.04,0.082192,0.093489,0.070423,0.028269,0.39839,0.51181,0.18563,0.15385,1
0.26549,0.26712,0.15,0.13014,0.16361,0.4507,0.23675,0.39839,0.33858,0.17964,0.27692,1
0.23894,0.18493,0.31,0.10274,0.10351,0.11268,0.14134,0.44974,0.52756,0.12575,0.15385,1
0.25664,0.27397,0.16,0.068493,0.12187,0.15493,0.10247,0.49376,0.50394,0.17365,0.16923,1
0.30088,0.40068,0.05,0.068493,0.10351,0.098592,0.045936,0.44974,0.47244,0.37126,0.32308,1
0.27434,0.34932,0.08,0.068493,0.10684,0.19718,0.074205,0.48643,0.45669,0.12575,0.16923,1
0.19469,0.45548,0,0.10274,0.15359,0.1831,0.084806,0.47909,0.61417,0.13174,0.35385,1
0.15044,0.12329,0.48,0.061644,0.095159,0.23944,0.19435,0.42773,0.55118,0.26946,0.29231,1
0.35398,0.25342,0.28,0.068493,0.16361,0.26761,0.45936,0.52311,0.14961,0.97006,0.23077,1
0.35398,0.25342,0.28,0.068493,0.16361,0.26761,0.45936,0.52311,0.14961,0.97006,0.23077,1
0.0088496,0.32877,0.17,0.09589,0.076795,0.22535,0.35336,0.22964,0.87402,0.16168,0.69231,1
0.30973,0.2911,0.18,0.068493,0.11352,0.16901,0.10247,0.52311,0.44094,0.15569,0.092308,1
0.32743,0.33562,0.3,0.082192,0.1202,0.14085,0.15548,0.52311,0.51969,0.16766,0.27692,1
0.28319,0.26027,0.3,0.068493,0.10518,0.098592,0.056537,0.42773,0.44882,0.13772,0.30769,1
0.30973,0.2911,0.18,0.068493,0.11352,0.16901,0.10247,0.52311,0.44094,0.15569,0.092308,1
0.30088,0.14384,0.53,0.10959,0.13189,0.23944,0.26148,0.55246,0.49606,0.28144,0.18462,1
0.48673,0.13014,0.44,0.09589,0.11352,0.29577,0.14134,0.6405,0.45669,0.20359,0.2,1
0.42478,0.19178,0.31,0.089041,0.13022,0.16901,0.19788,0.47909,0.25984,0.17964,0.32308,1
0.32743,0.28767,0.28,0.068493,0.10851,0.14085,0.12014,0.56713,0.51181,0.16766,0.24615,1
0.28319,0.30137,0.12,0.075342,0.11686,0.084507,0.077739,0.50844,0.49606,0.1018,0.15385,1
0.37168,0.29452,0.04,0.089041,0.17863,0.1831,0.17668,0.44974,0.37008,0.16168,0.38462,1
0.21239,0.39041,0.08,0.061644,0.1419,0.29577,0.29329,0.42773,0.47244,0.12575,0.12308,1
0.37168,0.29452,0.04,0.089041,0.17863,0.1831,0.17668,0.44974,0.37008,0.16168,0.38462,1
0.30088,0.32192,0.16,0.061644,0.088481,0.028169,0.035336,0.44974,0.53543,0.35329,0.32308,1
0.17699,0.26027,0.01,0.041096,0.080134,0.22535,0.070671,0.37638,0.51969,0.1497,0.21538,1
0.29204,0.63014,0.05,0.089041,0.1202,0.16901,0.081272,0.42773,0.37795,0.13174,0.23077,1
0.053097,0.15068,0,0.061644,0.063439,0.3662,0.20141,0.11225,0.74016,0.27545,0.86154,1
0.053097,0.15068,0,0.061644,0.063439,0.3662,0.20141,0.11225,0.74016,0.27545,0.86154,1
0.20354,0.25342,0.1,0.09589,0.10351,0.15493,0.084806,0.42773,0.53543,0.1497,0.27692,1
0.31858,0.19178,0.44,0.13014,0.12855,0.14085,0.13074,0.54512,0.62205,0.16766,0.32308,1
0.23894,0.14384,0.47,0.082192,0.10851,0.056338,0.017668,0.4204,0.46457,0.11976,0.29231,1
0.19469,0.32877,0.18,0.068493,0.11185,0.23944,0.28269,0.49376,0.66929,0.14371,0.13846,1
0.28319,0.28082,0.04,0.054795,0.10684,0.22535,0.088339,0.46442,0.46457,0.13772,0.24615,1
0.19469,0.34932,0.07,0.082192,0.12855,0.14085,0.13428,0.38371,0.5748,0.13174,0.30769,1
0.30088,0.20548,0.17,0.075342,0.10184,0.070423,0.042403,0.52311,0.43307,0.16766,0.12308,1
0.30088,0.20548,0.17,0.075342,0.10184,0.070423,0.042403,0.52311,0.43307,0.16766,0.12308,1
0.24779,0.34247,0.05,0.068493,0.093489,0.32394,0.12721,0.44241,0.53543,0.14371,0.47692,1
0.25664,0.27397,0.42,0.09589,0.12521,0.098592,0.11307,0.52311,0.66142,0.16766,0.32308,1
0.18584,0.34247,0.21,0.068493,0.11185,0.098592,0.19788,0.50844,0.61417,0.1497,0.13846,1
0.15929,0.17123,0.25,0.068493,0.10351,0.28169,0.15194,0.53778,0.65354,0.17365,0.21538,1
0.61062,0.12329,0.6,0.075342,0.09182,0.15493,0.074205,0.58914,0.29134,0.38323,0.26154,1
0.070796,0.48973,0.08,0.020548,0.056761,0.16901,0.30742,0.17095,0.65354,0.31138,0.70769,1
0.44248,0.13699,0.47,0.034247,0.073456,0.11268,0.063604,0.50477,0.37795,0.29341,0.29231,1
0.21239,0.21233,0.36,0.047945,0.12855,0.1831,0.10954,0.44607,0.47244,0.13772,0.12308,1
0.72566,0.12329,0.74,0.11644,0.13856,0.11268,0.077739,0.68452,0.3622,0.26347,0.36923,1
0.72566,0.12329,0.74,0.11644,0.13856,0.11268,0.077739,0.68452,0.3622,0.26347,0.36923,1
0.56637,0.12329,0.58,0.082192,0.070117,0.084507,0.045936,0.5818,0.44882,0.32934,0.32308,1
0.45133,0.28082,0.6,0.075342,0.045075,0.056338,0.045936,0.42406,0.44094,0.31737,0.61538,1
0.30088,0.41438,0.24,0.13014,0.11853,0.12676,0.19788,0.49743,0.48031,0.13772,0.24615,1
0.61947,0.21918,0.64,0.082192,0.078464,0.056338,0.031802,0.5818,0.37008,0.20359,0.27692,1
0.28319,0.42123,0.08,0.10274,0.13356,0.12676,0.12367,0.53778,0.3937,0.22754,0.21538,1
0.28319,0.15068,0.37,0.075342,0.11686,0.32394,0.18375,0.46442,0.47244,0.15569,0.15385,1
0.35398,0.35959,0.25,0.075342,0.11853,0.098592,0.077739,0.59281,0.4252,0.16168,0.24615,1
0.27434,0.21233,0.25,0.11644,0.10184,0.39437,0.20141,0.44607,0.49606,0.1497,0.32308,1
0.38053,0.32192,0.5,0.075342,0.54257,0.3662,0.26502,0.46442,0.23622,0.76647,0.16923,1
0.27434,0.21233,0.25,0.11644,0.10184,0.39437,0.20141,0.44607,0.49606,0.1497,0.32308,1
0.053097,0.24658,0.04,0.047945,0.070117,0.25352,0.35336,0.19296,0.62992,0.17365,0.58462,1
0.30088,0.17808,0.06,0.061644,0.11018,0.15493,0.15194,0.45341,0.49606,0.11377,0.23077,1
0.34513,0.17123,0.2,0.13014,0.13022,0.23944,0.18375,0.5818,0.47244,0.22156,0.18462,1
